"序号","产品编码","型号","产品ID","产品名称","接头类型","数据来源类型","当前状态","详情Slug","详情链接","主图字段","主图引用路径","实际匹配路径","检查结果","建议动作","数据文件","数据位置"
"159","809842","BT-16D-32D-32D-PA-W","809842","BT-16D-32D-32D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bt-16d-32d-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-16d-32d-32d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 7073 行"
"160","809843","BA-16V-40V-PA-W","809843","BA-16V-40V-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-16v-40v-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-16v-40v-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 2509 行"
"161","809851","BT-16D-32D-32D-PP-N","809851","BT-16D-32D-32D-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bt-16d-32d-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-16d-32d-32d-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 7132 行"
"162","809854","BA-16V-40V-PP-N","809854","BA-16V-40V-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-16v-40v-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-16v-40v-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 2567 行"
"163","809862","BA-40D-64D-PP-N","809862","BA-40D-64D-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 2625 行"
"164","809863","BT-48D-PP-N","809863","BT-48D-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 7191 行"
"165","809865","BT-79D-PP-N","809865","BT-79D-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 7250 行"
"166","809881","BL-160-PP-N","809881","BL-160-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 4655 行"
"167","809304","PMB-U28-16D-PP-N","809304","PMB-U28-16D-PP-N","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmb-u28-16d-pp-n","/products/fittings/bulkhead-barbed-fittings/pmb-u28-16d-pp-n","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmb-u28-16d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmb-u28-16d-pp-n-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 489 行"
"168","809462","PMB-U28-24D-PP-N","809462","PMB-U28-24D-PP-N","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmb-u28-24d-pp-n","/products/fittings/bulkhead-barbed-fittings/pmb-u28-24d-pp-n","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmb-u28-24d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmb-u28-24d-pp-n-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 9 行"
"169","809463","PMB-U28-32D-PP-N","809463","PMB-U28-32D-PP-N","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmb-u28-32d-pp-n","/products/fittings/bulkhead-barbed-fittings/pmb-u28-32d-pp-n","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmb-u28-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmb-u28-32d-pp-n-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 129 行"
"170","809464","PMBSN-U28-PP-N","809464","PMBSN-U28-PP-N","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmbsn-u28-pp-n","/products/fittings/bulkhead-barbed-fittings/pmbsn-u28-pp-n","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmbsn-u28-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmbsn-u28-pp-n-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 848 行"
"171","809496","PMB-U28-24D-PA-W","809496","PMB-U28-24D-PA-W","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmb-u28-24d-pa-w","/products/fittings/bulkhead-barbed-fittings/pmb-u28-24d-pa-w","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmb-u28-24d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmb-u28-24d-pa-w-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 249 行"
"172","809497","PMB-U28-32D-PA-W","809497","PMB-U28-32D-PA-W","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmb-u28-32d-pa-w","/products/fittings/bulkhead-barbed-fittings/pmb-u28-32d-pa-w","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmb-u28-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmb-u28-32d-pa-w-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 369 行"
"173","809498","PMBSN-U28-PA-W","809498","PMBSN-U28-PA-W","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmbsn-u28-pa-w","/products/fittings/bulkhead-barbed-fittings/pmbsn-u28-pa-w","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmbsn-u28-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmbsn-u28-pa-w-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 729 行"
"174","809517","PMB-U28-16D-PA-W","809517","PMB-U28-16D-PA-W","bulkhead-barbed-fittings","bulkhead-barbed-selection","active","pmb-u28-16d-pa-w","/products/fittings/bulkhead-barbed-fittings/pmb-u28-16d-pa-w","imageCard","/images/products/fittings/bulkhead-barbed-fittings/products/pmb-u28-16d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\bulkhead-barbed-fittings\products\pmb-u28-16d-pa-w-main.jpg","正常","无需处理","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts","data/products/selection/bulkhead-barbed-fitting-selection.generated.ts 第 609 行"
"175","126006","CV-DE-16-PV-N","126006","CV-DE-16-PV-N","check-valves","filter-check-valve-selection","active","cv-de-16-pv-n","/products/fittings/check-valves/cv-de-16-pv-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1098 行"
"176","126007","CV-BV-32-PP-N","126007","CV-BV-32-PP-N","check-valves","filter-check-valve-selection","active","cv-bv-32-pp-n","/products/fittings/check-valves/cv-bv-32-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1170 行"
"177","126009","CV-BV-48-PP-N","126009","CV-BV-48-PP-N","check-valves","filter-check-valve-selection","active","cv-bv-48-pp-n","/products/fittings/check-valves/cv-bv-48-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1244 行"
"178","126011","CV-BV-64-PP-N","126011","CV-BV-64-PP-N","check-valves","filter-check-valve-selection","active","cv-bv-64-pp-n","/products/fittings/check-valves/cv-bv-64-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1320 行"
"179","126012","CV-BE-64-PP-N","126012","CV-BE-64-PP-N","check-valves","filter-check-valve-selection","active","cv-be-64-pp-n","/products/fittings/check-valves/cv-be-64-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1394 行"
"180","126013","CV-BV-79-PP-N","126013","CV-BV-79-PP-N","check-valves","filter-check-valve-selection","active","cv-bv-79-pp-n","/products/fittings/check-valves/cv-bv-79-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1466 行"
"181","126014","CV-BE-79-PP-N","126014","CV-BE-79-PP-N","check-valves","filter-check-valve-selection","active","cv-be-79-pp-n","/products/fittings/check-valves/cv-be-79-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1538 行"
"182","126016","CV-BE-95-PP-N","126016","CV-BE-95-PP-N","check-valves","filter-check-valve-selection","active","cv-be-95-pp-n","/products/fittings/check-valves/cv-be-95-pp-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1610 行"
"183","126025","CV-BF-16-PV-N","126025","CV-BF-16-PV-N","check-valves","filter-check-valve-selection","active","cv-bf-16-pv-n","/products/fittings/check-valves/cv-bf-16-pv-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1682 行"
"184","126026","CV-DE-24-PV-N","126026","CV-DE-24-PV-N","check-valves","filter-check-valve-selection","active","cv-de-24-pv-n","/products/fittings/check-valves/cv-de-24-pv-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1754 行"
"185","126027","CV-DE-32-PV-N","126027","CV-DE-32-PV-N","check-valves","filter-check-valve-selection","active","cv-de-32-pv-n","/products/fittings/check-valves/cv-de-32-pv-n","imageCard","/images/logo/foreach-logo-color.svg","/images/logo/foreach-logo-color.svg","使用占位图或公司Logo","列入待下架清单，正式修改前再次确认","data/products/selection/filter-check-valve-selection.generated.ts","data/products/selection/filter-check-valve-selection.generated.ts 第 1826 行"
