"序号","产品名称","产品编码","型号","Slug","产品类别/系列","检查结果","主图字段","主图引用路径","实际匹配路径","数据文件","数据位置","建议动作"
"377","","Product Code","Model:","","","图片文件不存在","gallery[0]","Product gallery","F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\Product gallery | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\Product gallery.webp | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\Product gallery.png | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\Product gallery.jpg | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\Product gallery.jpeg",".local-backups/tpu-configurator-integration-2026-07-17T14-02-50-448Z/ProductDetailClient.tsx","第 936 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"378","","商品编码","型号：","","","图片文件不存在","gallery[0]","产品图片区域","F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\产品图片区域 | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\产品图片区域.webp | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\产品图片区域.png | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\产品图片区域.jpg | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-integration-2026-07-17T14-02-50-448Z\产品图片区域.jpeg",".local-backups/tpu-configurator-integration-2026-07-17T14-02-50-448Z/ProductDetailClient.tsx","第 972 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"379","","Product Code","Model:","","","图片文件不存在","gallery[0]","Product gallery","F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\Product gallery | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\Product gallery.webp | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\Product gallery.png | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\Product gallery.jpg | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\Product gallery.jpeg",".local-backups/tpu-configurator-safe-2026-07-17T14-06-42-823Z/ProductDetailClient.tsx","第 936 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"380","","商品编码","型号：","","","图片文件不存在","gallery[0]","产品图片区域","F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\产品图片区域 | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\产品图片区域.webp | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\产品图片区域.png | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\产品图片区域.jpg | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-2026-07-17T14-06-42-823Z\产品图片区域.jpeg",".local-backups/tpu-configurator-safe-2026-07-17T14-06-42-823Z/ProductDetailClient.tsx","第 972 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"381","","Product Code","Model:","","","图片文件不存在","gallery[0]","Product gallery","F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\Product gallery | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\Product gallery.webp | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\Product gallery.png | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\Product gallery.jpg | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\Product gallery.jpeg",".local-backups/tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z/ProductDetailClient.tsx","第 936 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"382","","商品编码","型号：","","","图片文件不存在","gallery[0]","产品图片区域","F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\产品图片区域 | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\产品图片区域.webp | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\产品图片区域.png | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\产品图片区域.jpg | F:\WebsiteProjects\foreach-website-2026\.local-backups\tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z\产品图片区域.jpeg",".local-backups/tpu-configurator-safe-v2-2026-07-17T14-08-54-303Z/ProductDetailClient.tsx","第 972 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"383","TPU管","","","","","未配置主图字段","","","",".local-backups/tpu-simplified-selection-2026-07-17T15-40-00-748Z/tpu-tubing.ts","第 227 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"384","TPU Tubing","","","","","未配置主图字段","","","",".local-backups/tpu-simplified-selection-2026-07-17T15-40-00-748Z/tpu-tubing.ts","第 319 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"385","TPU管","","","","","未配置主图字段","","","",".local-backups/tpu-simplified-v2-2026-07-17T15-43-35-079Z/tpu-tubing.ts","第 227 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"386","TPU Tubing","","","","","未配置主图字段","","","",".local-backups/tpu-simplified-v2-2026-07-17T15-43-35-079Z/tpu-tubing.ts","第 319 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"387","","","","pvc-tubing","tubing","未配置主图字段","","","","app/products/[category]/[slug]/page.tsx","第 58 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"388","","","","tpu-tubing","tubing","未配置主图字段","","","","app/products/[category]/[slug]/page.tsx","第 59 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"389","","","","fep-tubing","tubing","未配置主图字段","","","","app/products/[category]/[slug]/page.tsx","第 60 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"390","","","","ptfe-tubing","tubing","未配置主图字段","","","","app/products/[category]/[slug]/page.tsx","第 61 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"391","","","","peek-tubing","tubing","未配置主图字段","","","","app/products/[category]/[slug]/page.tsx","第 62 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"392","","","","pfa-tubing","tubing","未配置主图字段","","","","app/products/[category]/[slug]/page.tsx","第 63 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"393","","","","hard-tube-fittings","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","第 394 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"394","","","","thread-to-barbed-fittings","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","第 410 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"395","","","","luer-fittings","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","第 426 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"396","","","","female-thread-adapters","fittings","未配置主图字段","","","","app/products/[category]/[slug]/[seriesSlug]/page.tsx","第 442 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"397","","Product Code","Model:","","","图片文件不存在","gallery[0]","Product gallery","F:\WebsiteProjects\foreach-website-2026\components\products\detail\Product gallery | F:\WebsiteProjects\foreach-website-2026\components\products\detail\Product gallery.webp | F:\WebsiteProjects\foreach-website-2026\components\products\detail\Product gallery.png | F:\WebsiteProjects\foreach-website-2026\components\products\detail\Product gallery.jpg | F:\WebsiteProjects\foreach-website-2026\components\products\detail\Product gallery.jpeg","components/products/detail/ProductDetailClient.tsx","第 1111 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"398","","商品编码","型号：","","","图片文件不存在","gallery[0]","产品图片区域","F:\WebsiteProjects\foreach-website-2026\components\products\detail\产品图片区域 | F:\WebsiteProjects\foreach-website-2026\components\products\detail\产品图片区域.webp | F:\WebsiteProjects\foreach-website-2026\components\products\detail\产品图片区域.png | F:\WebsiteProjects\foreach-website-2026\components\products\detail\产品图片区域.jpg | F:\WebsiteProjects\foreach-website-2026\components\products\detail\产品图片区域.jpeg","components/products/detail/ProductDetailClient.tsx","第 1156 行","确认图片是否漏传、路径是否写错；无图产品暂不发布"
"399","","Código de producto","","","Tipo de producto","未配置主图字段","","","","components/selection-cart/SelectionCartProvider.tsx","第 48 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"400","","Code produit","","","Type de produit","未配置主图字段","","","","components/selection-cart/SelectionCartProvider.tsx","第 67 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"401","","제품 코드","","","제품 유형","未配置主图字段","","","","components/selection-cart/SelectionCartProvider.tsx","第 86 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"402","","Код продукции","","","Тип продукции","未配置主图字段","","","","components/selection-cart/SelectionCartProvider.tsx","第 105 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"403","Q20 快插接头","","","","","主图为变量或导入对象，需人工确认","imagePath","","","components/selection-cart/SelectionCartProvider.tsx","第 205 行","需要人工检查图片导入变量或动态映射"
"404","FEP管","","","","","未配置主图字段","","","","data/products/configurator/fep-tubing.ts","第 113 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"405","FEP Tubing","","","","","未配置主图字段","","","","data/products/configurator/fep-tubing.ts","第 177 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"406","PEEK管","","","","","未配置主图字段","","","","data/products/configurator/peek-tubing.ts","第 41 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"407","PEEK Tubing","","","","","未配置主图字段","","","","data/products/configurator/peek-tubing.ts","第 105 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"408","PFA管","","","","","未配置主图字段","","","","data/products/configurator/pfa-tubing.ts","第 58 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"409","PFA Tubing","","","","","未配置主图字段","","","","data/products/configurator/pfa-tubing.ts","第 122 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"410","PTFE管","","","","","未配置主图字段","","","","data/products/configurator/ptfe-tubing.ts","第 348 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"411","PTFE Tubing","","","","","未配置主图字段","","","","data/products/configurator/ptfe-tubing.ts","第 435 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"412","PVC管","","","","","未配置主图字段","","","","data/products/configurator/pvc-tubing.ts","第 440 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"413","PVC Tubing","","","","","未配置主图字段","","","","data/products/configurator/pvc-tubing.ts","第 501 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"414","TPU管","","","","","未配置主图字段","","","","data/products/configurator/tpu-tubing.ts","第 201 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"415","TPU Tubing","","","","","未配置主图字段","","","","data/products/configurator/tpu-tubing.ts","第 293 行","确认该产品数据是否缺少主图字段；补图前暂不发布"
"416","ABD 气泡检测模块","","","abd-air-bubble-detector","","正常","media.images[0]","/images/logo/foreach-logo-color.svg","F:\WebsiteProjects\foreach-website-2026\public\images\logo\foreach-logo-color.svg","data/products/control-modules/control-module-detail.generated.ts","第 28 行","无需处理"
"417","PDM5 压力检测模块","","","pdm5-pressure-sensor","","正常","media.images[0]","/images/logo/foreach-logo-color.svg","F:\WebsiteProjects\foreach-website-2026\public\images\logo\foreach-logo-color.svg","data/products/control-modules/control-module-detail.generated.ts","第 98 行","无需处理"
"418","常规柱塞泵","","EA-100-PMMA","ea-100-pmma","pumps","正常","mainImage","/images/products/pumps/plunger-pump/ea/pump-ea-100ul-pmma.webp","F:\WebsiteProjects\foreach-website-2026\public\images\products\pumps\plunger-pump\ea\pump-ea-100ul-pmma.webp","data/products/detail/ea-product-details.zh.generated.ts","第 34 行","无需处理"
"419","常规柱塞泵","","EA-100-PEEK","ea-100-peek","pumps","正常","mainImage","/images/products/pumps/plunger-pump/ea/pump-ea-100ul-peek.webp","F:\WebsiteProjects\foreach-website-2026\public\images\products\pumps\plunger-pump\ea\pump-ea-100ul-peek.webp","data/products/detail/ea-product-details.zh.generated.ts","第 66 行","无需处理"
"420","常规柱塞泵","","EA-250-PMMA","ea-250-pmma","pumps","正常","mainImage","/images/products/pumps/plunger-pump/ea/pump-ea-250ul-pmma.webp","F:\WebsiteProjects\foreach-website-2026\public\images\products\pumps\plunger-pump\ea\pump-ea-250ul-pmma.webp","data/products/detail/ea-product-details.zh.generated.ts","第 98 行","无需处理"
